orginal_time,latitude,longitude,depth,magnitude,location
2019-03-31 23:32:36 UTC,8.42,93.66,130.0,4.4[Mb] 4.4[MW],"159km N of Campbell Bay, Andaman and Nicobar island, India"
2019-03-31 23:44:46 UTC,7.45,94.53,67.0,5.0[Mb] 5.0[MW],"84km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-03-31 23:46:55 UTC,8.46,93.87,64.0,5.0[Mb] 5.0[MW],"161km N of Campbell Bay, Andaman and Nicobar island, India"
2019-03-31 23:56:59 UTC,8.9,94.8,10.0,4.8[Mb] 4.8[MW],"232km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 01:21:09 UTC,7.44,94.1,10.0,4.7[Mb] 4.8[MW],"52km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 01:22:31 UTC,7.41,94.16,10.0,4.2[Mb] 4.4[MW],"52km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 01:23:52 UTC,7.65,94.22,10.0,5.1[Mb] 5.0[MW],"79km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 01:35:43 UTC,7.72,94.38,10.0,4.4[Mb] 4.3[MW],"95km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:02:46 UTC,7.62,94.46,10.0,4.0[ML] 4.4[MW],"91km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:17:10 UTC,7.23,94.16,10.0,3.8[ML] 4.0[MW],"37km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:28:03 UTC,7.83,94.31,10.0,4.6[ML] 4.6[MW],"101km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:40:43 UTC,7.6,94.48,10.0,4.1[ML] 4.3[MW],"91km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:42:44 UTC,6.76,94.35,10.0,4.0[ML] 4.3[MW],"56km ESE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:46:54 UTC,7.58,94.27,10.0,4.0[ML] 4.4[MW],"75km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:49:42 UTC,7.46,94.18,10.0,4.3[ML] 4.5[MW],"58km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 02:58:17 UTC,7.64,94.6,10.0,4.0[ML] 4.2[MW],"104km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 03:15:41 UTC,7.6,94.27,10.0,4.0[ML] 4.1[MW],"77km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 03:21:41 UTC,7.43,94.34,10.0,4.0[ML] 4.2[MW],"67km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 03:22:57 UTC,7.39,94.45,10.0,4.0[ML] 4.4[MW],"73km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 03:38:12 UTC,7.55,94.14,10.0,4.7[ML] 4.7[MW],"65km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 03:54:32 UTC,7.24,94.25,10.0,4.0[ML] 4.0[MW],"46km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 04:04:35 UTC,7.48,94.29,10.0,4.1[ML] 4.2[MW],"67km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 04:09:15 UTC,7.39,94.52,10.0,4.4[ML] 4.6[MW],"80km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 04:30:29 UTC,7.58,94.46,10.0,4.0[ML] 4.2[MW],"88km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 04:33:38 UTC,7.11,94.38,10.0,4.0[ML] 4.0[MW],"53km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 04:35:07 UTC,7.41,94.37,10.0,4.0[ML] 4.1[MW],"68km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 04:54:02 UTC,7.72,94.48,10.0,4.0[ML] 4.1[MW],"101km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 05:09:14 UTC,7.74,94.45,10.0,4.5[ML] 4.7[MW],"101km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 05:46:45 UTC,7.48,94.2,10.0,3.8[ML] 3.9[MW],"61km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 05:52:40 UTC,7.44,94.42,10.0,4.5[ML] 4.9[MW],"74km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 06:02:12 UTC,7.33,93.43,10.0,4.0[ML] 4.2[MW],"63km NW of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 06:56:43 UTC,7.7,94.34,10.0,4.1[ML] 4.4[MW],"90km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 07:37:53 UTC,7.49,94.39,10.0,4.3[ML] 4.6[MW],"75km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 07:49:38 UTC,7.24,93.94,10.0,3.7[ML] 3.7[MW],"26km N of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 08:05:13 UTC,7.33,94.23,10.0,4.0[ML] 4.1[MW],"50km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 08:11:32 UTC,7.57,94.35,10.0,5.1[ML] 5.0[Mb] 5.2[MW],"79km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 09:59:53 UTC,26.87,91.91,10.0,3.4[ML] 3.3[MW],"78km S of Tawang, Arunachal Pradesh, India"
2019-04-01 10:02:17 UTC,7.33,94.29,10.0,3.6[ML] 3.9[MW],"55km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 10:14:08 UTC,7.49,94.4,10.0,4.2[ML] 4.6[MW],"76km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 16:28:18 UTC,7.49,94.3,10.0,4.0[ML] 4.2[MW],"69km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 19:29:21 UTC,7.3,94.22,10.0,3.9[ML] 3.9[MW],"47km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-01 20:07:48 UTC,7.37,94.3,10.0,4.2[ML] 4.1[MW],"59km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-02 03:04:16 UTC,7.38,94.31,10.0,4.2[ML] 4.0[MW],"60km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-02 03:05:25 UTC,7.51,94.25,10.0,4.0[ML] 4.1[MW],"67km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-02 08:21:47 UTC,20.35,72.71,5.0,3.2[ML] 3.3[MW],"92km S of Surat, Gujarat, India"
2019-04-02 08:32:23 UTC,20.7,72.28,5.0,3.4[ML] 3.5[MW],"77km SW of Surat, Gujarat, India"
2019-04-02 14:23:18 UTC,37.44,72.14,10.0,4.0[ML] 4.0[MW],"145km ENE of Fayzabad, Afghanistan"
2019-04-04 07:45:30 UTC,25.43,94.41,60.0,5.1[ML] 5.2[Mb] 5.1[MW],"33km N of Shirui, Manipur, India"
2019-04-05 02:20:27 UTC,30.79,70.2,10.0,4.1[ML] 4.3[MW],"418km SW of Islamabad, Pakistan"
2019-04-05 10:53:14 UTC,6.98,94.53,10.0,4.1[ML] 4.2[MW],"69km E of Campbell Bay, Andaman and Nicobar island, India"
2019-04-05 18:48:13 UTC,26.33,91.52,39.0,2.8[ML] 3.0[MW],"29km NW of Guwahati, Assam, India"
2019-04-06 04:14:08 UTC,20.8,72.91,5.0,2.7[ML] 2.5[MW],"42km SSE of Surat, Gujarat, India"
2019-04-06 08:12:50 UTC,7.39,94.31,10.0,4.1[ML] 4.5[MW],"61km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-06 13:23:06 UTC,7.39,94.48,10.0,4.6[ML] 4.7[MW],"76km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-07 07:46:39 UTC,36.72,70.32,10.0,4.0[ML] 4.0[MW],"46km SSW of Fayzabad, Afghanistan"
2019-04-08 01:55:01 UTC,13.13,95.42,10.0,4.8[ML] 5.0[Mb] 4.9[MW],"264km E of Diglipur, Andaman and Nicobar island, India"
2019-04-08 14:09:11 UTC,21.35,76.29,10.0,3.5[ML] 3.1[MW],"104km NW of Akola,Maharashtra,India"
2019-04-09 13:39:44 UTC,19.77,72.2,10.0,3.3[ML] 3.4[MW],"104km NW of Mumbai, India"
2019-04-09 16:30:01 UTC,37.45,72.98,10.0,3.8[ML] 3.8[MW],"218km E of Fayzabad, Afghanistan"
2019-04-09 21:53:42 UTC,7.52,94.44,10.0,4.0[ML] 4.1[MW],"82km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-10 06:07:09 UTC,28.73,76.73,5.0,3.0[ML] 3.3[MW],"15km NNE of Jhajjar, Haryana"
2019-04-10 15:09:42 UTC,7.53,94.26,10.0,4.3[ML] 4.2[MW],"70km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-11 02:39:33 UTC,7.64,94.23,35.0,4.9[ML] 4.9[Mb] 5.1[MW],"78km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-11 02:52:24 UTC,7.39,94.16,10.0,4.4[ML] 4.5[Mb] 4.3[MW],"51km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-11 03:05:27 UTC,11.7,93.47,40.0,3.3[ML] 3.7[MW],"81km E of Portblair, Andaman and Nicobar island, India"
2019-04-11 03:50:43 UTC,7.78,94.26,10.0,4.5[ML] 5.0[MW],"94km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-11 03:55:14 UTC,7.64,94.23,10.0,4.7[ML] 4.9[Mb] 4.8[MW],"78km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-11 21:03:55 UTC,7.21,94.26,10.0,4.1[ML] 4.1[MW],"45km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-12 01:57:02 UTC,10.56,93.78,10.0,3.5[ML] 3.8[MW],"164km SE of Portblair, Andaman and Nicobar island, India"
2019-04-12 09:27:53 UTC,30.41,87.71,10.0,4.0[ML] 4.2[MW],"318km NNW of Lachung, Sikkim, India"
2019-04-12 11:22:56 UTC,11.6,93.9,71.0,4.4[ML] 4.6[MW],"127km E of Portblair, Andaman and Nicobar island, India"
2019-04-12 18:03:06 UTC,27.51,88.37,10.0,3.4[ML] 3.5[MW],"21km NE of Yuksom, Sikkim, India"
2019-04-12 23:14:04 UTC,7.23,94.46,10.0,4.7[ML] 4.7[MW],"66km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-13 00:11:17 UTC,7.21,94.4,10.0,4.0[ML] 4.1[MW],"59km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-13 15:56:27 UTC,30.95,78.22,10.0,3.1[ML] 3.0[MW],"32km NW of Uttarkashi, Uttarakhand, India"
2019-04-13 16:12:59 UTC,7.33,94.43,10.0,5.1[ML] 5.2[Mb] 5.2[MW],"68km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-13 16:20:18 UTC,7.33,94.43,10.0,4.8[ML] 4.8[MW],"68km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-13 17:03:16 UTC,7.18,94.57,10.0,4.2[ML] 4.2[MW],"75km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-13 18:22:59 UTC,7.9,94.44,10.0,4.3[ML] 4.3[MW],"115km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-13 19:08:31 UTC,37.66,75.12,10.0,3.9[ML] 3.5[MW],"357km NNW of Kargil, Laddakh, India"
2019-04-13 20:43:32 UTC,7.17,94.36,10.0,4.9[ML] 5.0[MW],"53km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-13 23:02:52 UTC,14.13,93.1,10.0,4.2[ML] 4.1[MW],"97km N of Diglipur, Andaman and Nicobar island, India"
2019-04-13 23:46:41 UTC,7.19,94.52,10.0,4.0[ML] 4.3[MW],"70km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-14 01:08:52 UTC,7.42,94.34,10.0,4.1[ML] 4.3[MW],"66km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-14 08:12:05 UTC,7.23,94.59,40.0,4.2[ML] 4.4[MW],"79km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-14 18:31:40 UTC,32.39,89.28,10.0,3.8[ML] 4.3[MW],"525km N of Lachung, Sikkim, India"
2019-04-14 22:42:44 UTC,29.61,81.43,10.0,3.9[ML] 3.6[MW],"117km E of Pithoragarh, Uttarakhand, India"
2019-04-15 01:39:54 UTC,23.56,93.47,42.0,4.2[ML] 4.5[MW],"18km NE of Champhai, Mizoram, India"
2019-04-15 13:33:48 UTC,12.47,93.63,10.0,4.0[ML] 4.1[MW],"112km SE of Diglipur, Andaman and Nicobar island, India"
2019-04-15 17:56:40 UTC,2.45,95.53,10.0,4.0[ML] 3.8[MW],"537km SSE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-16 07:55:47 UTC,37.39,71.78,95.0,3.8[ML] 3.6[MW],"113km ENE of Fayzabad, Afghanistan"
2019-04-16 22:17:06 UTC,36.8,68.1,35.0,4.2[ML] 4.1[MW],"204km SSW of Dushanbe, Tajikistan"
2019-04-17 16:11:11 UTC,2.94,96.17,35.0,4.1[ML] 4.1[MW],"517km SSE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-17 18:35:18 UTC,36.39,71.21,238.0,4.0[ML] 3.9[MW],"98km SE of Fayzabad, Afghanistan"
2019-04-17 21:16:40 UTC,3.29,93.15,10.0,4.0[ML] 3.9[MW],"421km S of Campbell Bay, Andaman and Nicobar island, India"
2019-04-18 00:44:50 UTC,37.31,72.26,296.0,4.0[ML] 3.9[MW],"153km E of Fayzabad, Afghanistan"
2019-04-18 16:32:08 UTC,36.41,70.38,10.0,4.2[ML] 4.2[MW],"78km S of Fayzabad, Afghanistan"
2019-04-18 21:52:11 UTC,7.66,94.4,10.0,4.9[ML] 5.0[MW],"90km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-18 21:57:01 UTC,7.6,94.33,10.0,5.0[ML] 4.9[Mb] 4.9[MW],"80km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-20 07:45:28 UTC,7.53,94.41,10.0,4.4[ML] 4.5[MW],"80km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-04-21 07:01:41 UTC,20.52,94.19,60.0,4.0[ML] 4.1[MW],"239km SW of Burma, Myanmar"
2019-04-21 12:19:05 UTC,2.69,98.97,10.0,4.0[ML] 3.9[Mb] 4.1[MW],"305km W of Kuala Lumpur, Malaysia"
2019-04-21 14:18:07 UTC,36.49,71.5,281.0,4.1[ML] 4.1[MW],"108km SE of Fayzabad, Afghanistan"
2019-04-21 15:12:56 UTC,30.7,79.88,10.0,3.2[ML] 3.2[MW],"34km ENE of Joshimath, Uttarakhand , India"
2019-04-23 00:36:46 UTC,21.54,61.98,10.0,4.6[ML] 4.5[MW],"433km ESE of Muscat, Oman"
2019-04-23 01:31:07 UTC,37.43,71.67,10.0,3.8[ML] 3.5[MW],"105km ENE of Fayzabad, Afghanistan"
2019-04-23 04:16:44 UTC,3.51,97.64,85.0,4.0[ML] 4.3[MW],"451km W of Kuala Lumpur, Malaysia"
2019-04-23 14:14:41 UTC,10.23,92.54,10.0,4.0[ML] 4.1[MW],"156km S of Portblair, Andaman and Nicobar island, India"
2019-04-23 20:15:54 UTC,28.42,94.62,10.0,5.7[ML] 5.8[Mb] 5.9[MW],"49km N of Basar, Arunachal Pradesh, India"
2019-04-24 00:44:44 UTC,27.77,85.9,25.0,4.6[ML] 4.5[MW],"57km E of Kathmandu, Nepal"
2019-04-24 11:56:51 UTC,34.83,82.54,10.0,4.4[ML] 4.4[MW],"407km NE of Hanley, Jammu & Kashmir, India"
2019-04-25 18:50:49 UTC,10.95,91.69,10.0,4.0[ML] 4.0[MW],"135km SW of Portblair, Andaman and Nicobar island, India"
2019-04-25 23:38:05 UTC,23.65,95.19,35.0,4.3[ML] 4.4[MW],"159km SSE of Ukhrul, Manipur, India"
2019-04-26 19:35:30 UTC,6.66,60.33,10.0,4.3[ML] 4.2[Mb] 4.0[MW],"1366km NNE of Victoria, Seychelles"
2019-04-27 06:27:01 UTC,26.49,93.8,32.0,4.2[ML] 4.2[MW],"49km SW of Jorhat, Assam, India"
2019-04-27 16:47:58 UTC,23.86,95.71,10.0,4.0[ML] 4.1[MW],"172km SE of Ukhrul, Manipur, India"
2019-04-27 20:27:37 UTC,39.14,97.39,19.0,5.1[Mb] 4.9[MW],"1236km SW of Ulaanbaatar, Mongolia"
2019-04-27 21:21:19 UTC,0.8,98.56,50.0,4.2[ML] 4.3[Mb] 4.1[MW],"434km SW of Kuala Lumpur, Malaysia"
2019-04-28 01:56:53 UTC,33.88,90.58,10.0,3.9[ML] 4.1[MW],"710km NNE of Lachung, Sikkim, India"
2019-04-29 00:23:16 UTC,39.21,73.78,10.0,4.5[ML] 4.5[MW],"367km NE of Fayzabad, Afghanistan"
2019-04-29 12:55:33 UTC,32.1,83.69,10.0,3.7[ML] 3.9[MW],"428km ENE of Joshimath, Uttarakhand , India"
2019-04-29 13:36:14 UTC,33.58,81.17,10.0,4.1[ML] 4.0[MW],"227km ENE of Hanley, Jammu & Kashmir, India"
2019-04-29 17:39:40 UTC,23.1,94.89,10.0,4.4[ML] 4.4[MW],"164km ESE of Champhai, Mizoram, India"
2019-04-30 18:49:10 UTC,7.48,94.59,60.0,4.4[ML] 4.3[Mb],"92km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-01 10:44:24 UTC,37.14,71.3,90.0,4.3[ML] 4.3[MW],"66km E of Fayzabad, Afghanistan"
2019-05-02 16:55:52 UTC,37.41,72.11,210.0,4.1[ML] 4.1[MW],"142km ENE of Fayzabad, Afghanistan"
2019-05-02 23:02:34 UTC,31.33,77.8,10.0,4.2[ML] 4.2[MW],"64km ENE of Shimla, Himachal Pradesh, India"
2019-05-03 05:21:52 UTC,27.42,74.91,10.0,3.0[ML] 3.0[MW],"103km WNW of Jaipur, Rajasthan, India"
2019-05-04 03:07:13 UTC,30.91,78.29,10.0,3.1[ML] 3.1[MW],"24km NW of Uttarkashi, Uttarakhand, India"
2019-05-04 05:53:04 UTC,36.37,68.36,40.0,4.4[ML] 4.4[MW],"211km WSW of Fayzabad, Afghanistan"
2019-05-04 11:04:00 UTC,26.22,95.81,85.0,5.2[ML] 5.3[Mb] 5.3[MW],"129km E of Mokokchung, Nagaland, India"
2019-05-05 22:07:42 UTC,2.56,95.61,10.0,4.2[ML] 4.2[Mb] 4.2[MW],"529km SSE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-06 14:18:30 UTC,19.78,90.84,35.0,4.8[ML] 4.9[MW],"382km SE of Haldia, West Bengal, India"
2019-05-06 14:53:17 UTC,12.6,93.31,80.0,4.3[ML] 4.3[MW],"82km SSE of Diglipur, Andaman and Nicobar island, India"
2019-05-07 08:24:08 UTC,10.74,93.59,70.0,4.5[ML] 4.5[MW],"136km SE of Portblair, Andaman and Nicobar island, India"
2019-05-07 20:25:22 UTC,3.74,92.61,10.0,4.4[ML] 4.3[Mb] 4.3[MW],"390km SSW of Campbell Bay, Andaman and Nicobar island, India"
2019-05-07 22:27:47 UTC,25.56,91.25,9.0,2.9[ML] 3.0[MW],"58km WNW of Cherrapunjee, Meghalaya, India"
2019-05-11 18:51:04 UTC,28.89,81.58,30.0,4.3[ML] 4.3[MW],"153km ESE of Pithoragarh, Uttarakhand, India"
2019-05-12 02:12:38 UTC,20.7,72.82,5.0,2.6[ML] 2.6[MW],"52km S of Surat, Gujarat, India"
2019-05-12 17:30:01 UTC,29.9,68.3,10.0,4.4[ML] 4.3[MW],"524km S of Kabul , Afghanistan"
2019-05-15 02:29:35 UTC,2.1,96.37,10.0,4.3[ML] 4.3[Mb] 4.3[MW],"601km W of Kuala Lumpur, Malaysia"
2019-05-16 06:51:59 UTC,7.48,94.33,10.0,4.8[ML] 4.8[MW],"70km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-17 08:23:40 UTC,27.94,84.76,11.0,4.5[ML] 4.5[MW],"60km WNW of Kathmandu, Nepal"
2019-05-17 15:14:30 UTC,7.52,94.4,10.0,4.3[ML] 4.3[Mb] 4.4[MW],"78km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-17 15:25:23 UTC,7.78,94.36,10.0,4.2[ML] 4.2[Mb] 4.3[MW],"99km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-17 16:21:35 UTC,7.49,94.25,10.0,4.3[ML] 4.3[Mb] 4.3[MW],"65km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-17 17:02:33 UTC,7.51,94.49,12.0,4.1[ML] 4.2[MW],"85km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-17 18:29:24 UTC,7.57,94.5,14.0,4.5[ML] 4.5[Mb] 4.5[MW],"90km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-17 19:05:19 UTC,7.69,94.36,10.0,4.9[ML] 4.9[Mb] 4.9[MW],"91km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-17 19:38:44 UTC,30.55,79.32,10.0,3.8[ML] 3.8[MW],"22km W of Joshimath, Uttarakhand , India"
2019-05-17 19:49:40 UTC,39.68,75.7,35.0,4.1[ML] 4.1[MW],"367km SSE of Bishkek, Kyrgyzstan"
2019-05-18 07:53:38 UTC,38.88,74.95,38.0,4.3[ML] 4.4[MW],"433km ENE of Fayzabad, Afghanistan"
2019-05-19 05:07:19 UTC,7.55,94.9,8.0,3.9[ML] 3.9[MW],"125km ENE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-20 00:30:11 UTC,36.32,71.7,99.0,4.1[ML] 4.1[MW],"134km SE of Fayzabad, Afghanistan"
2019-05-20 02:11:27 UTC,7.48,94.49,10.0,4.2[ML] 4.2[MW],"83km NE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-20 06:58:50 UTC,36.3,71.25,102.0,4.2[ML] 4.2[MW],"108km SE of Fayzabad, Afghanistan"
2019-05-20 20:34:46 UTC,7.51,94.15,9.0,4.4[ML] 4.4[MW],"62km NNE of Campbell Bay, Andaman and Nicobar island, India"
2019-05-21 04:18:26 UTC,3.35,64.21,10.0,4.3[ML] 4.3[Mb] 4.4[MW],"1035km W of Male, Maldives"
2019-05-21 10:12:17 UTC,38.41,73.7,130.0,4.1[ML] 4.1[MW],"312km ENE of Fayzabad, Afghanistan"
2019-05-22 00:39:41 UTC,13.84,92.94,30.0,5.9[ML] 5.9[Mb] 5.9[MW],"64km N of Diglipur, Andaman and Nicobar island, India"
2019-05-22 12:55:53 UTC,25.7,95.3,95.0,4.2[ML] 4.2[MW],"104km SE of Mokokchung, Nagaland, India"
2019-05-23 09:13:48 UTC,1.22,98.85,107.0,4.5[ML] 4.5[Mb] 4.6[MW],"380km SW of Kuala Lumpur, Malaysia"
2019-05-24 00:11:35 UTC,20.8,72.98,3.0,3.1[ML] 3.1[MW],"44km SSE of Surat, Gujarat, India"
2019-05-24 20:44:38 UTC,10.69,91.44,10.0,4.0[ML] 4.0[Mb] 4.0[MW],"174km SW of Portblair, Andaman and Nicobar island, India"
2019-05-24 21:23:33 UTC,13.87,92.93,10.0,4.8[ML] 4.8[MW],"67km N of Diglipur, Andaman and Nicobar island, India"
2019-05-24 23:19:55 UTC,10.77,91.76,10.0,4.5[ML] 4.6[MW],"141km SW of Portblair, Andaman and Nicobar island, India"
2019-05-25 05:17:27 UTC,27.61,86.34,8.0,4.3[ML] 4.3[MW],"100km E of Kathmandu, Nepal"
2019-05-25 14:33:28 UTC,8.49,93.5,14.0,4.2[ML] 4.2[Mb] 4.3[MW],"170km NNW of Campbell Bay, Andaman and Nicobar island, India"
2019-05-25 15:23:59 UTC,29.57,81.49,37.0,3.9[ML] 4.0[MW],"123km E of Pithoragarh, Uttarakhand, India"
2019-05-26 01:44:55 UTC,30.4,87.61,10.0,4.5[ML] 4.5[MW],"320km NNW of Lachung, Sikkim, India"
2019-05-26 02:09:26 UTC,30.34,87.53,4.0,4.6[ML] 4.6[MW],"317km NNW of Lachung, Sikkim, India"
2019-05-26 02:19:44 UTC,8.85,93.83,10.0,4.4[ML] 4.5[MW],"205km N of Campbell Bay, Andaman and Nicobar island, India"
2019-05-26 05:09:22 UTC,23.21,86.89,8.0,4.6[ML] 4.6[MW],"55km SW of Durgapur, West Bengal, India"
2019-05-26 09:07:01 UTC,36.53,70.39,220.0,4.2[ML] 4.3[MW],"65km SSW of Fayzabad, Afghanistan"
2019-05-26 13:59:36 UTC,36.46,68.16,33.0,4.0[ML] 4.0[MW],"224km WSW of Fayzabad, Afghanistan"
2019-05-27 14:23:14 UTC,36.45,71.14,215.0,4.1[ML] 4.1[MW],"89km SE of Fayzabad, Afghanistan"
2019-05-29 01:43:06 UTC,6.38,93.74,35.0,4.8[ML] 4.9[MW],"72km SSW of Campbell Bay, Andaman and Nicobar island, India"
2019-05-29 01:54:22 UTC,23.94,94.77,93.0,4.3[ML] 4.4[MW],"114km SSE of Ukhrul, Manipur, India"
2019-05-30 05:20:04 UTC,19.8,72.47,11.0,3.0[ML] 3.0[MW],"91km NNW of Mumbai, India"
2019-05-30 05:22:13 UTC,36.0,70.86,99.0,4.2[ML] 4.2[MW],"125km SSE of Fayzabad, Afghanistan"
2019-05-30 06:44:04 UTC,36.52,71.19,211.0,4.1[ML] 4.1[MW],"86km SE of Fayzabad, Afghanistan"
2019-05-31 00:36:44 UTC,34.5,82.1,10.0,4.1[ML] 4.1[MW],"353km NE of Hanley, Jammu & Kashmir, India"
2019-05-31 14:06:38 UTC,1.18,97.16,30.0,4.3[ML] 4.3[Mb] 4.3[MW],"548km WSW of Kuala Lumpur, Malaysia"
2019-05-31 16:01:34 UTC,36.89,75.83,35.0,4.4[ML] 4.4[Mb] 4.4[MW],"261km N of Kargil, Laddakh, India"
2019-06-02 03:03:07 UTC,0.58,98.73,40.0,5.6[Mb] 5.5[MW],"434km SW of Kuala Lumpur, Malaysia"
2019-06-03 00:42:59 UTC,3.67,96.89,40.0,4.6[ML] 4.5[Mb] 4.6[MW],"496km SE of Campbell Bay, Andaman and Nicobar island, India"
2019-06-03 05:57:11 UTC,0.44,97.46,20.0,5.8[Mb] 5.8[MW],"557km WSW of Kuala Lumpur, Malaysia"
2019-06-03 06:04:35 UTC,0.38,97.79,10.0,5.6[Mb] 5.7[MW],"530km SW of Kuala Lumpur, Malaysia"
2019-06-04 13:27:32 UTC,24.98,94.97,66.0,4.5[ML] 4.4[MW],"49km E of Ukhrul, Manipur, India"
2019-06-05 06:37:48 UTC,27.62,65.67,15.0,4.7[ML] 4.8[MW],"684km NNW of Dwarka, Gujarat, India"
2019-06-05 07:24:51 UTC,27.74,65.81,25.0,4.3[ML] 4.2[MW],"688km NNW of Dwarka, Gujarat, India"
2019-06-05 17:01:13 UTC,24.29,72.75,10.0,4.1[ML] 4.0[MW],"120km N of Gandhinagar, Gujarat, India"
2019-06-05 20:23:41 UTC,38.25,73.91,115.0,4.4[ML] 4.5[MW],"322km ENE of Fayzabad, Afghanistan"
2019-06-06 12:02:37 UTC,4.21,97.51,160.0,4.1[ML] 4.3[Mb],"478km WNW of Kuala Lumpur, Malaysia"
2019-06-07 02:33:52 UTC,29.6,77.74,10.0,2.8[ML] 2.8[MW],"56km SW of Haridwar, Uttarakhand, India"
2019-06-07 02:59:03 UTC,1.36,96.9,10.0,4.4[ML] 4.5[Mb],"567km WSW of Kuala Lumpur, Malaysia"
2019-06-08 16:58:34 UTC,37.51,72.2,130.0,4.4[ML] 4.1[MW],"152km ENE of Fayzabad, Afghanistan"
2019-06-09 02:37:12 UTC,32.78,71.2,30.0,4.1[ML] 4.2[MW],"199km WSW of Islamabad, Pakistan"
